text	comment
My chihuahua ate a <e1>pckats</e1> <e2>omquxh</e2> of green tea within the last two hours.	
This is a bunch of comics from Act-I-Vate, which, if I'm understanding the intro correctly, is a <e1>qlpnyb</e1> of comix <e2>nwgzit</e2> who hang out on Livejournal.	
A digital <e1>yvzifc</e1> <e2>jjxqgz</e2> (also called digital media frame) is a picture frame that displays digital photos without the need to print them or use a computer.	
I watched with utter amazement as the <e1>qdfvdz</e1> attached the pieces with a hook-and-eye <e2>mlfvvl</e2>.	
Regulations limit the use of RFID <e1>gtaraq</e1> for human <e2>qyegld</e2>.	Purpose-Tool
We sealed up a <e1>ziegqu</e1> full of <e2>nbfbzw</e2> and put it in a freezer for 15 to 30 minutes.	prototypical example
The <e1>urgnbs</e1> was sent from the <e2>citrkc</e2> of the former KGB spy, Alexander Litvinenko, who died this Saturday after being poisoned with radioactive poison earlier in the month.	
The consequences of the <e1>tbzdyb</e1> caused by the <e2>ftudkq</e2> in February, fractures in the area of head and neck, unfortunately have turned out to be still too severe.	
The remaining <e1>iqtgye</e1> dug a 10 miles (16 km) <e2>huopln</e2> from the Sevier's east fork into Tropic Valley.	the settlers are actively involved in the making of the ditch
Rabbi was cured of a severe disorder of the bowels by drinking <e1>qajjwh</e1> <e2>bmkvyo</e2> seventy years old, a Gentile having stored away 300 casks of it ('Ab. Zarah 40b).	
The club's president saw the <e1>xibhto</e1> that was inside a <e2>empkjl</e2>.	prototypical example
The <e1>atwrcs</e1> increased the fleet by the <e2>maxxeo</e2> of one high-class cruiser.	Here e2 is more of a single event than a method
The undernourished kittens were 'rehabilitated' with ad libitum access to <e1>wttcof</e1> from six <e2>dpjfte</e2> of age onwards, and eventually achieved normal body size.	
The committee <e1>hgucgl</e1> have been rescheduled to <e2>vxcjuq</e2>, January 17.	
Recently, in China, more <e1>bxmmtu</e1> are moving into big <e2>qjwtby</e2>.	
The <e1>ajeced</e1> carries an <e2>zabjnr</e2> over his shoulder and a smaller one in his belt.	
The aim of <e1>tgchpr</e1> is a total or comprehensive <e2>rbxfvc</e2> of our human and individual situation.	Scientific disciplines are not messages.
A <e1>aygjtq</e1> was placed into the <e2>eizmrt</e2> through the same gastrostomy tract.	
The <e1>dtrcoy</e1> produced several versions of the RAF-2203 <e2>jpxhmn</e2> based on GAZ-24.	(a) is satisfied
Instead, the doctor had administered a <e1>nrptga</e1> which had caused the eventual <e2>ygaezq</e2> of the child.	
In the <e1>hnkjad</e1>, a distinguished country <e2>rduzjj</e2> becomes a knight after reading too many chivalric novels.	gentleman is not a producer
Judging by the decorations in the <e1>ubuvjx</e1> <e2>jukawh</e2>, it is Christmas time.	
The <e1>fmpcuh</e1> <e2>yfaekh</e2> is a meditation on the simultaneous power and futility of hope.	
These tanks have leaked <e1>unqcjj</e1> into the <e2>cnunxm</e2>.	
The <e1>xsnoyc</e1> saw a black <e2>wiqagw</e2> fire two shots while beside his car in the parking lot.	male is not a product
He has been a core <e1>ymwrqw</e1> <e2>vngxpc</e2> for the various research publications and resource person for policy documents of the RBI.	
A <e1>gcgtwp</e1> keeps the same <e2>yqgojp</e2> to a reasonable approximation all the time it is falling.	
"On eastern side the <e1>lhvqcd</e1> has carved out 30-foot <e2>mzqugw</e2>, known as ""Mayan steps."""	(a) is satisfied
Since 1982, <e1>ytxmtu</e1> have travelled into low-Earth <e2>dayyrf</e2> aboard the workhorse of NASA's space program.	
The <e1>jpvmcb</e1> was in a <e2>etnvyu</e2> and not as the menu suggested in a pot.	prototypical example; modality and negation are outside
A conical <e1>edmlzk</e1> preserved in a <e2>rlyegt</e2> in Athens accords extremely well with the form of these vessels.	prototypical example, the ewer has the cover in it
<e1>zlsmmj</e1> is one of the multifactorial causes of essential <e2>ofdhao</e2> currently.	
The <e1>kyowsz</e1> was used in some <e2>xgxpup</e2>, particularly Scottish regiments.	
The <e1>dvudka</e1> is caused by <e2>nevsdv</e2> of connections, which is cause by its turn by poor ohmic contact.	
When a metallic <e1>llzwdx</e1> was placed inside the <e2>ujgije</e2>, so as to surround the needle, the demagnetization produced by the discharge was less.	
The ragtag cast evinces as much harmony as a <e1>onzwza</e1> of alley <e2>bivezl</e2> in your backyard.	
TGMC is a public, non-profit integrated healthcare <e1>wubjqd</e1> consisting of a 299 licensed bed acute care <e2>cgxuly</e2> complete with a range of services such as rehabilitation and skilled nursing units, an outpatient surgery center, emergency care services, primary care services and a community outreach center.	
The current <e1>spvpik</e1> swirling around Leather's <e2>yxphci</e2> seems to suggest both.	
The <e1>jxrave</e1> in customers, though, caused a <e2>ilwlsr</e2> on the company servers.	
But none of this was really necessary, because you just head for the largest <e1>ywajrw</e1> ever created by <e2>xhzmiu</e2>.	(a) is satisfied, however 'man' is not a concrete object here.
He fumbled at his shirt and pulled out a <e1>mzeufy</e1> of <e2>nkwjbd</e2> tied with a string.	
The new <e1>vchymf</e1> cause headaches and <e2>mvbqzj</e2> and contain dangerous chemicals.	
The <e1>dvrfhv</e1> was delivered to the unsuspected <e2>kwwhey</e2>.	
The recovery plan was the commencement of a captive breeding <e1>skldfd</e1> from a small wild <e2>ntqheg</e2>.	
A <e1>uduubj</e1> who tried to steal the truck broke the igenition with <e2>zobslx</e2>.	
The <e1>ywzpgo</e1> comprises the physical <e2>nhbspo</e2> and services that must be maintained and operated for the resource-sharing to occur.	
Canned vocally, Caruso is worth a <e1>ectvzq</e1> of Wagner <e2>uqjrdg</e2>.	
The <e1>gbtuad</e1> perform study of disease through <e2>mqkmjo</e2> of organs, fluids and tissues of the body.	
<e1>hsfmmt</e1> is an abnormal build-up of fluid that causes <e2>gpamhe</e2>, most often in the arms or legs.	
The <e1>afshgg</e1> were produced by <e2>mzoobl</e2> a tritium target with deuterium.	
An open file is described in the Linux kernel by a struct file item; the <e1>arwqwn</e1> encloses a <e2>wcdfyl</e2> to the inode representing the file.	Component-Whole(e2,e1) - there is a functional relationship between e1 and e2 - (3) is satisfied.
You have fetched character <e1>wwdatc</e1> into a standard result <e2>esiixh</e2>.	
The hive entrances were oriented in different directions and painted with different colors to reduce colony <e1>iqaqqb</e1> of foraging <e2>mefbpe</e2>.	Not a collective name in this context.
The <e1>brkykd</e1> was in a <e2>bpuwjx</e2>.	
These four superb performers - and at the end it's almost impossible to believe there have been so few of them - present a wordless show that is like a <e1>bcbnlg</e1> of human <e2>mbljzx</e2> and nightmares.	Dreams are events and cannot be regarded as part of a collection; modality and negation are outside
The following <e1>pgufuv</e1> centered mainly around the <e2>awqnzk</e2> of photographing children.	
And, of course, everyone wants to prove the truth of their beliefs through experience, but the <e1>jpwxqv</e1> begets the <e2>vpilzi</e2>.	Both elements are occurrences; modality is outside
This <e1>xeptzq</e1> is made of the finest <e2>nuyufh</e2>, to create a delecious taste.	
Milinkovich, executive director for life of the Eclipse Foundation (just kidding Mike) broke the <e1>kxaelo</e1> today in his <e2>rpbvxz</e2>.	A blog is a communication channel.
The skeletal percussive <e1>vfxfbn</e1> grows from an absentmindedly struck bass <e2>qdkkru</e2>.	
A <e1>scdvnn</e1> regains the movement roughly equal to walking on solid ground by using <e2>llgklt</e2>.	
This consensus paper describes the essential skills that clinicians need to help persons who are experiencing <e1>wjyukz</e1> after the <e2>sewcdw</e2> of a loved one.	
But I am more or less set on 2 continued <e1>xlrsdg</e1> from last <e2>mresmo</e2> and Financial Derivatives for this term.	
The white plastic cup was put inside a large cup and 100 Formosan subterranean <e1>ncrvzq</e1> were released inside the large <e2>wgojjr</e2>.	
Similar <e1>dwwygd</e1> are established in the same <e2>potakh</e2>.	
Well, this <e1>irdlsr</e1> kicked the <e2>qewmqp</e2> the hardest he could and hit me.	
Over the entrance to the left circular chapel is the <e1>izboxi</e1> of Pius II (1475) finished by a <e2>ahgoii</e2> of the Andrea Bregno.	the tomb was finished by a follower, multiple people involved in the process
Electroconvulsive <e1>mzrabr</e1> has been depicted in several fictional and semi-fictional <e2>zukwwe</e2>, books, and songs.	
The second <e1>iwzmnx</e1> tells us about heart <e2>bhgepg</e2>, which is an illness of late middle age and old age.	
Ultimately, this began to shake the confidence of people in the <e1>xsgocz</e1> of the <e2>iourpl</e2>.	But it is hard to separate a province from a union.
Currently, the <e1>nlepob</e1> operate a ram oil <e2>culmfm</e2> that is counter-intuitive to use and leads to sub-optimal oil extraction from groundnuts.	
We placed some <e1>dvzfxh</e1> into the old tin <e2>qfrfkr</e2>.	
This cut blue and white striped cotton <e1>ydynhf</e1> with red bands on the bodice was in a <e2>zwqobr</e2> of vintage Barbie clothing.	prototypical example
The <e1>oxsxgz</e1> has been published in a <e2>hhhknt</e2> by the Scottish Records Association.	Location. It cannot be Content-Container since the Content should be removable. It also cannot be Component-Whole since it violates (d).
The <e1>wnqsyw</e1> starts in an <e2>zxhwch</e2>.	
Like a <e1>wvuftm</e1> wielding an <e2>lhpbip</e2> to make furniture, the hacker does good things with his skills.	
These <e1>jeagkt</e1> were the first to invent a working <e2>ijdaxv</e2>.	(a), (d) satisfied
I remember there being an uproar because the <e1>zjaidk</e1> got out from an apartment <e2>uokqwi</e2> and wasn't suppsoed to.	
The heel of a persons foot consists of the <e1>caurkz</e1> <e2>kqoegk</e2>, a pad of fat which acts as a protective cushion and a layer of thickened skin.	
We find evidence that Ernst suffered a thrombotic cardiovascular event, i.e., a myocardial <e1>dcbbmk</e1> triggered by a blood <e2>wczebz</e2>.	
This is a wholesale <e1>lsqwxi</e1> to discuss aspects of business such as <e2>swchxr</e2>, wholesale buying and selling, reselling, etc.	
<e1>kaocyp</e1> to vapor causes intense <e2>icunvi</e2> and irritation to eyes.	
Once it was the middle of winter, and the <e1>grzqgg</e1> fell from the <e2>ysfgvx</e2> like feathers.	
The purpose of this <e1>phiwnb</e1> is to present an unusual <e2>vhdndh</e2> of hepatic abscess due to infestation by Endamoeba histolytica.	"""Present"" makes it a positive context."
We have poured <e1>kxbrtx</e1> into airline <e2>rhatyi</e2>.	both are abstract
Plus the drink machine was out so my <e1>zlszyh</e1> was in a <e2>vryzsn</e2> and they had no ice as well.	prototypical example
First Great Western is preparing to distribute thousands of <e1>bzwqoy</e1> on board its trains to inform customers about a major track <e2>zdaaun</e2>.	
It is also when a <e1>ckfsbb</e1> manipulates a <e2>pjczxm</e2>.	
The <e1>vcccpv</e1> appears in the photograph with the <e2>gmoagw</e2> at 10 o'clock and the blade tip at 5 o'clock.	
As a form, the <e1>ovuviz</e1> originated in seventeenth <e2>jidbom</e2>.	
The <e1>drybcz</e1> contained a single <e2>qxpiof</e2> of paper, describing an attempt to set the record for the world's longest running chain letter.	prototypical example
The <e1>pmdhpu</e1> caused by the <e2>tcqalk</e2> of Attorney General Palmer's home.	
A <e1>knskuu</e1> attaches a socket <e2>zkpsvw</e2> to a bolt.	
On this day in 1897, <e1>plivbd</e1> Oscar Wilde is released from <e2>mhotbl</e2> after two years of hard labor.	
The mesopause separates the <e1>zlnwvw</e1> from the <e2>zagvdu</e2>.	
Students write a <e1>bpolpu</e1> stating <e2>jnzlqk</e2> for doing something, and then a paragraph about how to do something.	
The <e1>nfvkvx</e1> that there was an <e2>muoagf</e2> in Lydgate's house had got to Lowick by the evening.	
It presents some <e1>iydnzh</e1> connected to these <e2>uoaouf</e2>.	The questions are clearly about the cases. (b) is satisfied
"Some <e1>nicffz</e1> attach a <e2>njoekw</e2> to their traditional string instrument to ""electrify"" it."	
Elegant <e1>zsnuvl</e1> walking in an early eighteenth-century garden are depicted in this beautiful embroidered wall <e2>ndezbz</e2>.	
In addition, <e1>upnfsi</e1> <e2>xwqinx</e2> supply half of the genetics to all the calves he sires; therefore, bull selection can be the most powerful method of genetic improvement in the herd.	
As the story goes, Whiteman went from being a string <e1>dveogr</e1> in a symphony <e2>hcvquu</e2> to becoming, after the First World War, the highest paid dance band in the country, achieving both fame and money.	
In this comprehensive <e1>uepbeq</e1>, over 850 <e2>skdodq</e2> are described, illustrated, and arranged by group.	We can assume that the roses are the topic of the guide.
A first prototype of the new <e1>jniyke</e1> is constructed from the preliminary <e2>hsaaic</e2>.	
She opened a fridge in the side of the door and got out a <e1>kolted</e1> <e2>fhzbzg</e2>.	
The <e1>kpfxqh</e1>'s main products are brandy (Armenian cognac), wine and <e2>toqgav</e2>.	(a) satisfied
Next up was the climb, a slow steady rock strewn <e1>uatpaa</e1> of eirie <e2>vfnrww</e2> reflecting off of tall trees and red rocks.	
The hotel is in the style of a <e1>ayoytm</e1> <e2>wdwtsb</e2> and only has 18 rooms.	
The <e1>jirkyo</e1> is exported to the <e2>vdiefi</e2>.	
